platform,region,rank,amount,relevant_at
PS4,emea,17,28030,2018-03-22
PC,ncsa,10,4658,2018-03-22
XBOX,global,14,41683,2018-03-16
PC,global,14,34401,2018-03-16
PC,global,19,1160,2018-03-16
XBOX,ncsa,12,15026,2018-03-22
XBOX,apac,7,296,2018-03-22
PC,apac,7,1019,2018-03-22
XBOX,ncsa,10,11421,2018-03-22
XBOX,ncsa,3,1192,2018-03-20
PC,ncsa,12,5940,2018-03-22
PC,ncsa,9,3128,2018-03-18
PS4,apac,2,404,2018-03-23
PS4,emea,2,1911,2018-03-23
PS4,ncsa,18,5398,2018-03-23
XBOX,emea,19,670,2018-03-23
PS4,apac,6,1446,2018-03-23
XBOX,ncsa,11,13093,2018-03-23
PC,emea,19,1006,2018-03-23
PC,ncsa,11,5231,2018-03-23
PC,emea,18,3178,2018-03-23
PC,ncsa,2,527,2018-03-23
XBOX,emea,18,2193,2018-03-23
XBOX,ncsa,2,869,2018-03-23
PS4,emea,11,28660,2018-04-26
XBOX,ncsa,6,7966,2018-04-26
PS4,global,14,112339,2018-04-26
XBOX,global,12,32221,2018-04-26
PS4,global,9,43391,2018-04-26
PS4,global,3,11604,2018-04-26
XBOX,global,19,4581,2018-04-26
PC,apac,13,9034,2018-03-27
XBOX,ncsa,19,529,2018-03-12
XBOX,emea,11,3288,2018-03-12
PS4,ncsa,2,355,2018-03-12
PS4,emea,18,3363,2018-03-12
PC,ncsa,19,206,2018-03-12
PC,emea,11,4982,2018-03-12
PC,apac,11,1320,2018-03-12
PS4,apac,18,569,2018-03-12
XBOX,apac,11,406,2018-03-12
PS4,ncsa,6,2066,2018-03-12
PS4,ncsa,7,2714,2018-03-12
PS4,apac,12,2464,2018-03-12
PS4,apac,10,1934,2018-03-12
PS4,global,8,26339,2018-03-30
PS4,global,1,12007,2018-03-30
PC,global,2,2123,2018-03-30
PS4,global,18,18662,2018-03-30
PC,global,12,20984,2018-03-30
XBOX,emea,4,362,2018-03-13
XBOX,apac,4,42,2018-03-13
PC,apac,4,176,2018-03-13
XBOX,apac,1,21,2018-03-13
XBOX,ncsa,5,1275,2018-03-13
PS4,apac,8,1147,2018-03-13
PC,apac,1,366,2018-03-13
PC,ncsa,5,678,2018-03-13
PC,emea,1,901,2018-03-13
PS4,ncsa,20,438,2018-03-13
PS4,emea,8,7493,2018-03-13
XBOX,emea,1,326,2018-03-13
PC,apac,13,4699,2018-03-13
PS4,ncsa,15,18275,2018-03-13
XBOX,apac,13,1241,2018-03-13
XBOX,emea,13,10777,2018-03-13
PC,emea,13,16378,2018-03-13
PS4,ncsa,4,1044,2018-03-13
PS4,emea,4,1697,2018-03-13
PS4,apac,4,328,2018-03-13
XBOX,ncsa,13,25225,2018-03-13
PS4,apac,15,5008,2018-03-13
PC,global,9,6651,2018-03-13
XBOX,global,9,8046,2018-03-13
PS4,global,14,66278,2018-03-13
PS4,global,19,1977,2018-03-13
XBOX,global,3,874,2018-03-13
PC,global,3,969,2018-03-13
XBOX,global,4,1243,2018-03-13
PC,global,4,1298,2018-03-13
PS4,global,17,31080,2018-03-13
PS4,ncsa,9,11510,2018-04-01
XBOX,global,7,9523,2018-03-30
PC,global,5,4953,2018-03-30
PC,global,7,8430,2018-03-30
XBOX,global,5,5393,2018-03-30
XBOX,ncsa,8,9423,2018-04-03
PS4,apac,5,1663,2018-04-03
PC,emea,20,1641,2018-04-03
PS4,apac,2,714,2018-04-04
PS4,emea,2,3232,2018-04-04
PS4,ncsa,18,7728,2018-04-04
XBOX,global,12,26548,2018-04-03
PS4,global,9,34662,2018-04-03
PS4,global,3,7793,2018-04-03
XBOX,global,19,3266,2018-04-03
XBOX,global,14,57816,2018-04-03
PC,global,14,50709,2018-04-03
XBOX,emea,19,986,2018-04-04
XBOX,emea,19,899,2018-03-31
PC,emea,19,1275,2018-03-31
PC,ncsa,11,6254,2018-03-31
XBOX,emea,6,2369,2018-03-31
PS4,apac,19,720,2018-03-31
PC,emea,6,3428,2018-03-31
PC,apac,2,402,2018-03-31
PC,ncsa,18,2332,2018-03-31
PC,emea,2,1110,2018-03-31
PC,apac,6,1411,2018-04-04
PC,emea,17,6462,2018-03-13
XBOX,apac,14,1107,2018-03-13
PS4,ncsa,10,7873,2018-03-13
PS4,apac,7,884,2018-03-13
PS4,ncsa,12,10131,2018-03-13
PS4,emea,7,5283,2018-03-13
PC,apac,19,175,2018-03-13
XBOX,apac,19,30,2018-03-13
XBOX,apac,12,478,2018-03-13
XBOX,ncsa,7,2661,2018-03-13
XBOX,emea,12,4314,2018-03-13
PC,emea,10,4963,2018-03-13
PC,emea,12,6530,2018-03-13
XBOX,emea,10,3259,2018-03-13
XBOX,apac,9,298,2018-03-13
PC,apac,9,936,2018-03-13
PS4,emea,1,1573,2018-03-13
XBOX,emea,8,1799,2018-03-13
PC,emea,8,2847,2018-03-13
XBOX,ncsa,20,368,2018-03-13
PS4,apac,13,6977,2018-03-13
PC,ncsa,15,6892,2018-03-13
PS4,global,16,30436,2018-03-13
PS4,global,13,68584,2018-03-13
PC,global,17,12221,2018-03-13
XBOX,global,17,16849,2018-03-13
PC,global,6,2765,2018-03-13
XBOX,global,13,37066,2018-03-13
XBOX,global,16,17254,2018-03-13
PS4,global,10,22414,2018-03-13
PS4,global,11,24317,2018-03-13
PC,global,16,12902,2018-03-13
XBOX,global,6,3007,2018-03-13
PC,global,13,30679,2018-03-13
XBOX,apac,6,370,2018-04-04
PS4,emea,9,24374,2018-04-26
XBOX,ncsa,14,47198,2018-04-26
PC,ncsa,14,19302,2018-04-26
PC,ncsa,0,763525,2018-04-26
XBOX,apac,3,260,2018-04-26
PC,apac,3,1037,2018-04-26
XBOX,ncsa,0,563158,2018-04-26
XBOX,ncsa,7,3646,2018-03-16
PC,emea,10,5725,2018-03-16
XBOX,emea,12,5094,2018-03-16
XBOX,emea,10,3879,2018-03-16
PC,emea,12,7733,2018-03-16
XBOX,apac,9,377,2018-03-16
PC,apac,9,1204,2018-03-16
PS4,ncsa,17,14393,2018-03-16
PC,emea,9,4446,2018-03-16
PS4,ncsa,14,27306,2018-03-16
XBOX,emea,9,2949,2018-03-16
PS4,ncsa,0,1043205,2018-03-16
PS4,apac,3,345,2018-03-16
PS4,emea,3,1697,2018-03-16
PS4,ncsa,3,1016,2018-03-16
PS4,apac,0,1160795,2018-03-16
PS4,emea,0,956060,2018-03-16
PC,ncsa,9,2727,2018-03-16
PS4,apac,17,4738,2018-03-16
XBOX,ncsa,9,6531,2018-03-16
XBOX,apac,15,896,2018-03-16
PC,apac,15,4074,2018-03-16
PS4,ncsa,13,27828,2018-03-16
PC,emea,15,13908,2018-03-16
XBOX,emea,15,9082,2018-03-16
XBOX,ncsa,8,5275,2018-03-16
XBOX,global,9,11258,2018-03-18
PS4,global,14,79812,2018-03-18
PS4,global,19,3712,2018-03-18
XBOX,global,13,44750,2018-03-17
XBOX,global,16,21726,2018-03-17
PS4,global,10,27567,2018-03-17
PS4,emea,11,16641,2018-03-17
PS4,ncsa,19,1221,2018-03-17
PS4,apac,11,3009,2018-03-17
XBOX,ncsa,6,2884,2018-03-17
XBOX,apac,18,134,2018-03-17
PC,apac,18,799,2018-03-17
PC,ncsa,6,1370,2018-03-17
PC,ncsa,7,1682,2018-03-17
PC,apac,12,2214,2018-03-17
XBOX,apac,10,541,2018-03-17
XBOX,apac,12,677,2018-03-17
PC,apac,10,1781,2018-03-17
XBOX,ncsa,7,3881,2018-03-17
XBOX,global,3,1551,2018-03-18
PC,global,3,1633,2018-03-18
XBOX,global,4,2175,2018-03-18
PC,global,4,2149,2018-03-18
PS4,global,17,46450,2018-03-18
PS4,global,16,40287,2018-03-18
PS4,global,13,84074,2018-03-18
XBOX,global,10,15171,2018-03-18
PC,global,11,13555,2018-03-18
XBOX,global,11,16714,2018-03-18
PC,emea,3,2458,2018-04-26
PS4,global,19,8843,2018-04-16
XBOX,global,3,4431,2018-04-16
PC,global,3,4219,2018-04-16
XBOX,global,4,5948,2018-04-16
PC,global,4,5209,2018-04-16
PS4,global,17,82020,2018-04-16
PS4,emea,9,18725,2018-04-01
XBOX,ncsa,14,39643,2018-04-01
XBOX,emea,3,1619,2018-04-26
PC,ncsa,3,1615,2018-04-26
XBOX,apac,0,888302,2018-04-26
PC,apac,0,808371,2018-04-26
XBOX,ncsa,3,3369,2018-04-26
XBOX,global,12,31002,2018-04-21
PC,emea,0,683077,2018-04-26
PC,ncsa,6,907,2018-03-12
PC,ncsa,7,1081,2018-03-12
XBOX,apac,10,350,2018-03-12
PC,apac,12,1542,2018-03-12
XBOX,apac,12,442,2018-03-12
PC,apac,10,1182,2018-03-12
XBOX,ncsa,7,2337,2018-03-12
PC,emea,10,4551,2018-03-12
XBOX,emea,12,4012,2018-03-12
PC,emea,12,6077,2018-03-12
XBOX,emea,10,3078,2018-03-12
XBOX,apac,9,253,2018-03-12
PC,apac,9,825,2018-03-12
PS4,ncsa,17,9934,2018-03-12
PC,emea,9,3209,2018-03-12
PS4,ncsa,14,22620,2018-03-12
XBOX,emea,9,2143,2018-03-12
PS4,ncsa,0,1045711,2018-03-12
PS4,apac,3,205,2018-03-12
PS4,emea,3,1028,2018-03-12
PS4,ncsa,3,615,2018-03-12
PS4,apac,0,1139827,2018-03-12
XBOX,emea,16,4521,2018-03-12
PC,apac,8,637,2018-03-12
XBOX,apac,8,194,2018-03-12
PS4,ncsa,5,1407,2018-03-12
PS4,apac,1,515,2018-03-12
PC,ncsa,20,155,2018-03-12
PS4,emea,1,1356,2018-03-12
XBOX,emea,8,1604,2018-03-12
PC,emea,8,2517,2018-03-12
XBOX,ncsa,20,283,2018-03-12
PC,ncsa,15,6314,2018-03-12
PC,emea,0,624024,2018-03-16
XBOX,emea,0,657208,2018-03-16
XBOX,emea,14,11735,2018-03-16
PC,apac,17,3049,2018-03-16
PS4,ncsa,9,6931,2018-03-16
XBOX,apac,17,551,2018-03-16
PC,emea,14,18668,2018-03-16
PC,apac,14,5457,2018-03-16
XBOX,emea,17,5885,2018-03-16
PC,emea,17,8335,2018-03-16
XBOX,apac,14,1279,2018-03-16
PS4,ncsa,10,9277,2018-03-16
PS4,apac,7,1222,2018-03-16
PS4,ncsa,12,11735,2018-03-16
PS4,emea,7,6843,2018-03-16
PC,apac,19,250,2018-03-16
XBOX,apac,19,42,2018-03-16
PS4,emea,6,5183,2018-03-16
PS4,apac,2,197,2018-03-16
PS4,emea,2,1120,2018-03-16
PS4,ncsa,18,3591,2018-03-16
XBOX,emea,19,388,2018-03-16
PS4,apac,6,914,2018-03-16
XBOX,ncsa,11,10106,2018-03-16
PC,emea,19,577,2018-03-16
PC,ncsa,11,4024,2018-03-16
PC,emea,18,1988,2018-03-16
PC,ncsa,2,345,2018-03-16
XBOX,emea,18,1449,2018-03-16
XBOX,ncsa,2,547,2018-03-16
PS4,ncsa,19,1064,2018-03-16
PS4,emea,11,15774,2018-03-16
XBOX,ncsa,6,2577,2018-03-16
PS4,apac,11,2834,2018-03-16
XBOX,apac,18,118,2018-03-16
PC,apac,18,699,2018-03-16
PC,ncsa,6,1266,2018-03-16
PC,ncsa,7,1628,2018-03-16
XBOX,apac,10,474,2018-03-16
PC,apac,12,2009,2018-03-16
PC,apac,10,1685,2018-03-16
XBOX,apac,12,604,2018-03-16
XBOX,emea,0,764574,2018-04-26
XBOX,emea,7,2653,2018-03-27
XBOX,apac,2,47,2018-03-27
PS4,apac,19,602,2018-03-27
PS4,global,12,30014,2018-03-14
PC,global,18,3180,2018-03-14
XBOX,global,16,18521,2018-03-14
PS4,global,10,23659,2018-03-14
PS4,global,11,25816,2018-03-14
PC,global,16,13972,2018-03-14
XBOX,global,6,3304,2018-03-14
PC,global,13,32639,2018-03-14
PC,global,0,541740,2018-03-14
XBOX,ncsa,11,20157,2018-04-26
PC,emea,19,1991,2018-04-26
PC,ncsa,11,8309,2018-04-26
PC,emea,18,5937,2018-04-26
PC,ncsa,2,1280,2018-04-26
XBOX,ncsa,2,2553,2018-04-26
PC,ncsa,13,9152,2018-03-12
XBOX,global,1,4453,2018-03-30
PS4,global,4,9063,2018-03-30
PS4,apac,5,1496,2018-03-31
PS4,ncsa,1,4203,2018-03-31
PC,emea,20,1494,2018-03-31
XBOX,global,15,43905,2018-03-31
PS4,global,0,638197,2018-03-31
PS4,global,2,5059,2018-03-31
PC,apac,16,1776,2018-03-12
PC,emea,16,6413,2018-03-12
PC,ncsa,4,392,2018-03-12
XBOX,ncsa,4,731,2018-03-12
PC,emea,4,596,2018-03-12
XBOX,emea,4,311,2018-03-12
XBOX,apac,4,41,2018-03-12
PC,apac,4,169,2018-03-12
PS4,apac,5,390,2018-03-12
PS4,ncsa,1,829,2018-03-12
XBOX,emea,20,136,2018-03-12
PC,ncsa,8,1583,2018-03-12
XBOX,apac,20,6,2018-03-12
PC,apac,20,177,2018-03-12
PS4,emea,5,2284,2018-03-12
PC,ncsa,16,3657,2018-03-12
XBOX,ncsa,16,10813,2018-03-12
PS4,apac,16,2620,2018-03-12
PS4,emea,16,14979,2018-03-12
XBOX,apac,1,22,2018-03-12
XBOX,ncsa,5,1059,2018-03-12
PS4,apac,8,1049,2018-03-12
PC,ncsa,5,559,2018-03-12
PC,apac,1,319,2018-03-12
PC,emea,1,777,2018-03-12
PS4,ncsa,20,356,2018-03-12
PS4,emea,8,6788,2018-03-12
XBOX,emea,1,272,2018-03-12
PC,apac,13,4273,2018-03-12
PS4,ncsa,15,17100,2018-03-12
XBOX,apac,13,1146,2018-03-12
XBOX,emea,13,9954,2018-03-12
PC,emea,13,15188,2018-03-12
PC,global,6,4213,2018-03-18
XBOX,global,13,47171,2018-03-18
XBOX,global,16,22967,2018-03-18
PS4,global,10,29060,2018-03-18
PS4,global,11,31812,2018-03-18
PC,ncsa,13,11685,2018-03-16
PC,global,16,17835,2018-03-18
XBOX,global,6,4685,2018-03-18
PC,global,13,40038,2018-03-18
PC,emea,3,515,2018-03-13
XBOX,emea,3,274,2018-03-13
PC,ncsa,3,328,2018-03-13
XBOX,apac,0,705680,2018-03-13
PC,apac,0,692808,2018-03-13
XBOX,ncsa,3,575,2018-03-13
PC,emea,0,628068,2018-03-13
XBOX,apac,18,100,2018-03-13
PC,apac,18,513,2018-03-13
PC,ncsa,6,959,2018-03-13
XBOX,apac,10,387,2018-03-13
PC,apac,12,1696,2018-03-13
PC,apac,10,1389,2018-03-13
PC,global,0,513377,2018-03-18
XBOX,global,7,6291,2018-03-18
PC,global,5,3053,2018-03-18
PC,global,7,5488,2018-03-18
XBOX,global,5,3246,2018-03-18
PS4,global,20,3248,2018-03-18
XBOX,global,0,463903,2018-03-18
PS4,emea,9,12151,2018-03-17
XBOX,ncsa,14,30313,2018-03-17
PC,ncsa,14,11415,2018-03-17
PC,ncsa,0,668840,2018-03-17
XBOX,apac,3,42,2018-03-17
XBOX,emea,0,652517,2018-03-13
XBOX,emea,14,10407,2018-03-13
PS4,ncsa,9,5833,2018-03-13
PC,apac,17,2301,2018-03-13
XBOX,apac,17,440,2018-03-13
PC,emea,14,16427,2018-03-13
PC,apac,14,4428,2018-03-13
XBOX,emea,17,4739,2018-03-13
PS4,global,15,62396,2018-03-18
XBOX,global,2,1034,2018-03-18
PS4,global,8,18995,2018-03-18
PS4,global,1,5725,2018-03-18
PC,ncsa,3,948,2018-04-01
XBOX,ncsa,3,2095,2018-04-01
XBOX,emea,0,700792,2018-04-01
XBOX,emea,14,15859,2018-04-01
PC,apac,17,6702,2018-04-01
XBOX,global,11,22812,2018-04-01
XBOX,emea,18,3963,2018-04-26
PS4,ncsa,19,3409,2018-04-26
PS4,emea,8,16326,2018-04-03
XBOX,emea,1,1738,2018-04-03
PS4,ncsa,15,29481,2018-04-03
PC,apac,13,10503,2018-04-03
XBOX,apac,13,2242,2018-04-03
XBOX,emea,13,17497,2018-04-03
PC,apac,10,4508,2018-04-16
PC,emea,2,1629,2018-04-17
PS4,emea,10,11604,2018-03-12
PS4,emea,12,14538,2018-03-12
XBOX,ncsa,17,10309,2018-03-12
PS4,apac,9,1371,2018-03-12
PC,ncsa,17,3225,2018-03-12
PS4,emea,9,8567,2018-03-12
XBOX,ncsa,14,23590,2018-03-12
PC,ncsa,14,8969,2018-03-12
PC,ncsa,0,663439,2018-03-12
XBOX,apac,3,27,2018-03-12
PC,apac,3,135,2018-03-12
XBOX,ncsa,0,576047,2018-03-12
PC,emea,3,454,2018-03-12
XBOX,emea,3,221,2018-03-12
PC,ncsa,3,271,2018-03-12
XBOX,apac,0,699199,2018-03-12
PC,apac,0,689708,2018-03-12
XBOX,ncsa,3,503,2018-03-12
XBOX,emea,7,1086,2018-03-12
XBOX,apac,2,9,2018-03-12
PS4,apac,19,159,2018-03-12
XBOX,emea,6,826,2018-03-12
PC,emea,6,1265,2018-03-12
PC,apac,2,97,2018-03-12
PC,emea,2,284,2018-03-12
PC,ncsa,18,728,2018-03-12
PC,apac,6,329,2018-03-12
PS4,emea,19,931,2018-03-12
XBOX,apac,6,99,2018-03-12
PS4,ncsa,11,8066,2018-03-12
XBOX,ncsa,18,2219,2018-03-12
XBOX,emea,2,129,2018-03-12
XBOX,apac,16,388,2018-03-12
PC,apac,6,1945,2018-04-17
XBOX,apac,6,528,2018-04-17
PS4,emea,19,5003,2018-04-17
PS4,global,6,11539,2018-03-19
PC,global,15,29655,2018-03-19
PS4,global,7,14726,2018-03-19
PC,global,20,1775,2018-03-19
XBOX,global,20,1422,2018-03-19
PS4,global,5,8554,2018-03-19
XBOX,global,15,36624,2018-03-19
PS4,global,0,695609,2018-03-19
PS4,global,2,2789,2018-03-19
PC,global,1,3267,2018-03-19
XBOX,global,8,9333,2018-03-19
PC,global,8,7901,2018-03-19
XBOX,global,1,2252,2018-03-19
PS4,global,4,5789,2018-03-19
PC,global,17,20078,2018-03-19
XBOX,global,17,26861,2018-03-19
PC,global,6,4458,2018-03-19
XBOX,global,13,48851,2018-03-19
XBOX,global,16,24166,2018-03-19
PS4,global,10,30416,2018-03-19
PC,ncsa,14,15638,2018-04-01
PC,ncsa,0,705505,2018-04-01
XBOX,apac,3,108,2018-04-01
PC,apac,3,530,2018-04-01
PS4,global,3,3940,2018-03-18
XBOX,global,19,1667,2018-03-18
XBOX,global,14,45465,2018-03-18
PC,global,14,38189,2018-03-18
PC,global,19,1482,2018-03-18
XBOX,ncsa,0,544236,2018-04-01
PC,emea,3,1561,2018-04-01
PS4,global,2,4810,2018-03-30
PC,global,1,5789,2018-03-30
XBOX,global,8,12833,2018-03-30
PC,global,8,10820,2018-03-30
PC,global,6,3603,2018-03-16
XBOX,global,13,42875,2018-03-16
XBOX,global,16,20680,2018-03-16
PS4,global,10,26366,2018-03-16
PS4,global,11,28313,2018-03-16
PC,global,16,15664,2018-03-16
XBOX,global,6,3887,2018-03-16
PC,global,13,35893,2018-03-16
PC,global,0,529498,2018-03-16
XBOX,global,7,5368,2018-03-16
PC,global,5,2604,2018-03-16
PC,global,17,28288,2018-03-30
XBOX,global,17,35738,2018-03-30
PC,global,6,6563,2018-03-30
XBOX,global,13,58262,2018-03-30
PC,apac,5,527,2018-03-20
XBOX,apac,5,135,2018-03-20
XBOX,ncsa,1,1646,2018-03-20
PS4,ncsa,8,6987,2018-03-20
XBOX,emea,5,1121,2018-03-20
PS4,apac,20,616,2018-03-20
PC,emea,5,1796,2018-03-20
PS4,ncsa,16,15921,2018-03-20
XBOX,global,18,6932,2018-03-20
PS4,global,12,37841,2018-03-20
PC,global,18,5199,2018-03-20
PC,global,9,10126,2018-03-20
XBOX,global,9,12294,2018-03-20
PS4,global,14,83109,2018-03-20
PS4,global,19,4222,2018-03-20
XBOX,global,3,1816,2018-03-20
PC,global,3,1821,2018-03-20
XBOX,global,4,2468,2018-03-20
PC,global,4,2340,2018-03-20
PS4,global,17,50836,2018-03-20
XBOX,emea,3,912,2018-04-01
XBOX,ncsa,1,5871,2018-04-18
PS4,apac,13,6380,2018-03-12
XBOX,ncsa,15,18153,2018-03-12
PS4,emea,13,35246,2018-03-12
PS4,ncsa,4,899,2018-03-12
PS4,emea,4,1427,2018-03-12
PS4,apac,4,302,2018-03-12
XBOX,ncsa,13,23294,2018-03-12
PS4,apac,15,4576,2018-03-12
PS4,emea,15,25463,2018-03-12
PC,ncsa,1,413,2018-03-12
PS4,emea,20,669,2018-03-12
PC,apac,5,232,2018-03-12
XBOX,apac,5,64,2018-03-12
XBOX,ncsa,1,588,2018-03-12
PS4,ncsa,8,4164,2018-03-12
XBOX,emea,5,492,2018-03-12
PS4,apac,20,171,2018-03-12
PC,emea,5,843,2018-03-12
PS4,ncsa,16,10371,2018-03-12
XBOX,global,18,3249,2018-03-12
PS4,global,12,26146,2018-03-12
PC,global,18,2401,2018-03-12
PC,global,9,6042,2018-03-12
XBOX,global,9,7101,2018-03-12
PS4,ncsa,8,11681,2018-04-18
PC,global,4,7844,2018-05-13
PS4,global,17,95301,2018-05-13
PS4,global,14,62165,2018-03-12
PS4,global,19,1691,2018-03-12
XBOX,global,3,751,2018-03-12
PC,global,3,846,2018-03-12
XBOX,global,4,1082,2018-03-12
PC,global,4,1142,2018-03-12
PS4,global,17,27538,2018-03-12
PS4,global,16,27834,2018-03-12
PS4,global,13,64373,2018-03-12
XBOX,global,10,10430,2018-03-12
PC,global,11,9316,2018-03-12
XBOX,global,11,11381,2018-03-12
PC,global,10,8473,2018-03-12
PS4,global,6,6090,2018-03-12
PC,global,15,20603,2018-03-12
PS4,global,7,8013,2018-03-12
PC,global,20,613,2018-03-12
XBOX,ncsa,0,544583,2018-03-30
PC,emea,3,1465,2018-03-30
XBOX,emea,3,859,2018-03-30
PC,ncsa,3,894,2018-03-30
XBOX,apac,0,787199,2018-03-30
PC,apac,0,741077,2018-03-30
XBOX,ncsa,3,1855,2018-03-30
PC,emea,0,633149,2018-03-30
XBOX,emea,0,694873,2018-03-30
XBOX,emea,14,15462,2018-03-30
PC,apac,17,6183,2018-03-30
PS4,ncsa,9,11118,2018-03-30
XBOX,apac,17,1024,2018-03-30
PC,emea,14,25441,2018-03-30
PC,apac,14,8829,2018-03-30
XBOX,global,11,21991,2018-03-30
PC,global,10,17293,2018-03-30
PS4,global,6,16256,2018-03-30
PC,global,15,36545,2018-03-30
PS4,global,7,20726,2018-03-30
PC,global,20,3352,2018-03-30
XBOX,global,20,2511,2018-03-30
PS4,global,5,12787,2018-03-30
XBOX,global,15,43074,2018-03-30
PS4,global,0,643140,2018-03-30
XBOX,global,16,29698,2018-03-30
PS4,global,10,38499,2018-03-30
XBOX,global,20,425,2018-03-12
PS4,global,5,4062,2018-03-12
XBOX,global,15,26431,2018-03-12
PS4,global,0,814563,2018-03-12
PS4,global,2,1086,2018-03-12
PC,global,1,1466,2018-03-12
XBOX,global,8,5451,2018-03-12
PC,global,8,4685,2018-03-12
XBOX,global,1,873,2018-03-12
PS4,global,4,2601,2018-03-12
PC,global,17,10806,2018-03-12
XBOX,global,17,14829,2018-03-12
PC,global,6,2479,2018-03-12
XBOX,global,13,34255,2018-03-12
XBOX,global,16,15664,2018-03-12
PS4,global,10,20700,2018-03-12
PS4,global,11,22564,2018-03-12
PC,global,16,11705,2018-03-12
XBOX,global,6,2630,2018-03-12
PC,global,13,28301,2018-03-12
PC,global,0,558691,2018-03-12
XBOX,global,7,3546,2018-03-12
PC,global,5,1608,2018-03-12
PC,global,7,3223,2018-03-12
XBOX,global,5,1605,2018-03-12
PS4,global,20,1196,2018-03-12
XBOX,global,0,516039,2018-03-12
PS4,global,15,46858,2018-03-12
XBOX,global,2,413,2018-03-12
PS4,global,8,11918,2018-03-12
PS4,global,1,2661,2018-03-12
PC,global,2,551,2018-03-12
PS4,global,18,6181,2018-03-12
PC,global,12,11259,2018-03-12
XBOX,global,12,13750,2018-03-12
PS4,global,9,15023,2018-03-12
PS4,global,3,1831,2018-03-12
XBOX,global,19,771,2018-03-12
XBOX,global,14,34356,2018-03-12
PC,global,14,28104,2018-03-12
PC,global,19,685,2018-03-12
PS4,global,11,40713,2018-03-30
PC,global,16,23834,2018-03-30
PS4,emea,16,17371,2018-03-14
XBOX,apac,1,27,2018-03-14
XBOX,global,6,7525,2018-03-30
PC,ncsa,19,237,2018-03-13
XBOX,apac,7,137,2018-03-13
PC,apac,7,471,2018-03-13
PC,ncsa,12,4009,2018-03-13
XBOX,ncsa,10,7617,2018-03-13
PC,emea,7,1980,2018-03-13
XBOX,global,10,16296,2018-03-20
PC,global,11,14510,2018-03-20
XBOX,global,11,17981,2018-03-20
PC,global,10,13583,2018-03-20
PS4,global,6,11924,2018-03-20
PC,global,15,30216,2018-03-20
PS4,global,7,15210,2018-03-20
PC,global,20,1874,2018-03-20
XBOX,ncsa,15,19582,2018-03-13
PS4,emea,13,37499,2018-03-13
PC,ncsa,4,468,2018-03-13
XBOX,ncsa,4,846,2018-03-13
PC,emea,4,675,2018-03-13
XBOX,apac,15,761,2018-03-13
PC,apac,15,3456,2018-03-13
PS4,ncsa,13,24638,2018-03-13
PC,emea,15,12061,2018-03-13
XBOX,emea,15,8056,2018-03-13
XBOX,ncsa,8,4237,2018-03-13
PC,emea,20,345,2018-03-13
PS4,apac,5,479,2018-03-13
PS4,ncsa,1,970,2018-03-13
XBOX,emea,20,184,2018-03-13
PC,ncsa,8,1734,2018-03-13
XBOX,apac,20,14,2018-03-13
PC,apac,20,219,2018-03-13
PS4,emea,5,2658,2018-03-13
PC,ncsa,16,4025,2018-03-13
XBOX,ncsa,16,12010,2018-03-13
PS4,apac,16,2840,2018-03-13
PS4,emea,16,16443,2018-03-13
PC,ncsa,13,9987,2018-03-13
PS4,emea,15,26841,2018-03-13
PC,apac,5,292,2018-03-13
PC,ncsa,1,478,2018-03-13
PS4,emea,20,840,2018-03-13
XBOX,apac,5,82,2018-03-13
XBOX,ncsa,1,685,2018-03-13
PS4,ncsa,8,4507,2018-03-13
XBOX,emea,5,605,2018-03-13
PC,emea,5,975,2018-03-13
PS4,apac,20,220,2018-03-13
PS4,global,3,2168,2018-03-13
XBOX,global,19,908,2018-03-13
XBOX,global,14,36706,2018-03-13
PC,global,14,30069,2018-03-13
PC,global,19,795,2018-03-13
PC,global,0,482778,2018-03-30
PC,global,13,45395,2018-03-23
PC,global,0,499073,2018-03-23
XBOX,global,7,7613,2018-03-23
PC,global,5,3936,2018-03-23
PC,global,7,6730,2018-03-23
XBOX,global,5,4135,2018-03-23
PS4,global,20,4465,2018-03-23
XBOX,global,0,447890,2018-03-23
PS4,global,15,67759,2018-03-23
XBOX,global,2,1308,2018-03-23
PS4,global,8,22055,2018-03-23
PS4,global,1,7969,2018-03-23
PC,global,2,1571,2018-03-23
PS4,global,18,14795,2018-03-23
PC,global,12,18205,2018-03-23
XBOX,global,12,21902,2018-03-23
PS4,global,9,26904,2018-03-23
PS4,global,3,5170,2018-03-23
XBOX,global,19,2208,2018-03-23
XBOX,global,14,49802,2018-03-23
PC,global,14,42372,2018-03-23
XBOX,apac,8,438,2018-03-24
PS4,apac,1,1175,2018-03-24
PS4,ncsa,5,3421,2018-03-24
PC,ncsa,20,562,2018-03-24
PS4,emea,1,4837,2018-03-24
XBOX,emea,8,3280,2018-03-24
PC,emea,8,4768,2018-03-24
XBOX,ncsa,20,1257,2018-03-24
PC,ncsa,15,10669,2018-03-24
PS4,apac,13,10478,2018-03-24
XBOX,ncsa,15,27614,2018-03-24
PS4,emea,13,50302,2018-03-24
PC,ncsa,4,980,2018-03-24
XBOX,ncsa,4,2038,2018-03-24
PC,emea,4,1466,2018-03-24
XBOX,emea,4,901,2018-03-24
XBOX,apac,4,120,2018-03-24
PC,apac,4,497,2018-03-24
XBOX,apac,15,1191,2018-03-24
PC,apac,15,5661,2018-03-24
PS4,ncsa,13,34110,2018-03-24
PC,emea,15,17759,2018-03-24
